date,title,link,content
2024-03-20 16:33:11,"'탁구게이트' 이강인 ""실망시켜 죄송…더 좋은 사람 되겠다""",https://n.news.naver.com/mnews/article/001/0014576845?sid=104,"[




심경 밝히는 '하극상 논란' 이강인(서울=연합뉴스) 김인철 기자 = 지난 아시안컵 기간 주장 손흥민과 물리적 충돌로 '하극상' 논란을 일으켰던 이강인이 20일 서울월드컵경기장에서 태국과 2026 FIFA 북중미 월드컵 2차 예선 경기를 앞두고 열린 훈련에 앞서 심경을 밝히고 있다. 2024.3.20 yatoya@yna.co.kr(서울=연합뉴스) 안홍석 기자 = '탁구게이트' 뒤 처음으로 국내 취재진 앞에 선 이강인(파리 생제르맹)은 ""응원에 보답해 드리지 못하고 실망하게 해 드려 죄송하다""고 말했다.    황선홍 임시 감독이 이끄는 한국 축구대표팀은 태국과의 2026 북중미 월드컵 아시아 2차 예선 3차전을 하루 앞둔 20일 서울월드컵경기장에서 공식 훈련을 진행했다.    훈련에 앞서 이강인이 대한축구협회가 준비한 포토라인 앞에 섰다. 탁구게이트 뒤 처음으로 자신의 심경을 밝히는 자리였다.    그는 소속팀 경기 일정 탓에 전날 늦은 오후에야 입국, 이날 처음으로 동료들과 훈련했다. 



러닝으로 몸 푸는 이강인(서울=연합뉴스) 김인철 기자 = 지난 아시안컵 기간 주장 손흥민과 물리적 충돌로 '하극상' 논란을 일으켰던 이강인이 태국과 2026 FIFA 북중미 월드컵 2차 예선 경기를 하루 앞둔 20일 서울월드컵경기장에서 열린 훈련에서 러닝으로 몸을 풀고 있다. 2024.3.20 yatoya@yna.co.kr    이강인은 2023 카타르 아시안컵 준결승전 전날 일부 동료들과 탁구를 치려다가 이를 말리는 '주장' 손흥민(토트넘)과 물리적으로 충돌하는 '하극상'을 벌여 여론의 뭇매를 맞았다.     이강인은 ""이렇게 많이 찾아와 주셔서 너무 감사드리고, 이렇게 기회를 주신 황선홍 감독님께 감사의 인사를 드린다""고 말했다.    이어 ""아시안컵 기간 너무 많은 관심, 그리고 너무 많은 응원을 해 주셨는데, 그만큼 보답해드리지 못하고 실망하게 해드려 너무 죄송하다는 말씀을 드리고 싶었다""고 말했다.     이강인은 ""모든 분의 쓴소리가 앞으로 저한테 큰 도움이 될 것이다. 많은 반성을 하는 기간이다""라면서 ""좋은 축구선수뿐 아니라 더 좋은 사람, 그리고 팀에 더 도움이 되고 모범적인 사람이 될 수 있도록 많이 노력하겠다""고 다짐했다.    대한축구협회에 따르면 이강인은 이날 취재진 앞에서 할 말을 직접 준비했다고 한다.     이강인은 그러나 취재진의 질문은 받지 않았다. 할 말을 마치자마자 씩 웃으며 허리 숙여 인사한 뒤 훈련하러 갔다.    앞서 진행된 기자회견에 나선 손흥민은 전날 이강인이 선수들에게 직접 사과했다고 전했다.



심경 밝히는 이강인 뒤로 훈련하는 대표팀(서울=연합뉴스) 김인철 기자 = 지난 아시안컵 기간 주장 손흥민과 물리적 충돌로 '하극상' 논란을 일으켰던 이강인이 태국과 2026 FIFA 북중미 월드컵 2차 예선 경기를 하루 앞둔 20일 서울월드컵경기장에서 열린 훈련에 앞서 심경을 밝히고 있다. 뒤로 가볍게 러닝으로 몸을 푸는 대표팀이 보인다. 2024.3.20 yatoya@yna.co.kr    대표팀은 21일 오후 8시 서울월드컵경기장에서 태국과 북중미 월드컵 아시아 2차 예선 C조 3차전을 치른다.    이어 26일에는 태국 방콕의 라자망갈라 스타디움에서 4차전을 벌인다.    ahs@yna.co.kr
]"
2024-03-20 15:30:51,"이강인, 7000만원대 시계 착용하고 환한 미소로 귀국",https://n.news.naver.com/mnews/article/003/0012439076?sid=102,"[




[서울=뉴시스] 이강인(파리 생제르맹)이 축구대표팀에 합류하기 위해 귀국한 가운데, 그의 손목에서 초고가 명품 시계가 포착되면서 이목이 쏠렸다. (사진=뉴시스, 크림 캡처본) *재판매 및 DB 금지[서울=뉴시스]이주영 인턴 기자 = 이강인(파리 생제르맹)이 축구대표팀에 합류하기 위해 귀국한 가운데, 그의 손목에서 초고가 명품 시계가 포착되면서 이목이 쏠렸다.지난 19일 이강인은 2026 국제축구연맹(FIFA) 북중미월드컵 아시아지역 2차 예선전을 치르기 위해 인천국제공항에 도착했다. 이날 입국장에 모인 팬들은 이강인을 향해 환호와 박수를 보냈다.이강인은 팬들을 향해 미소를 지으며 손을 흔들었다. 이때 그의 오른쪽 손목에서 명품 시계가 포착됐다. 그가 착용한 시계는 롤렉스의 GMT 루트비어 금통(GMT-Master2 126715CHNR) 모델이다. 18K 로즈골드로 이뤄진 이 제품은 6000만원에서 8000만원대에 판매되고 있다.이날 이강인은 루이비통 백팩을 맸다. 가방에 달린 인형은 10만원에 가까운 제품이고 상의로 착용한 연두색 후드티는 30만원대, 바지는 20만원대인 것으로 전해졌다.앞서 이강인은 지난해 7월 프랑스 리그앙 소속 파리 생제르맹과 5년간 연봉 400만유로(한화 약 58억원)에 계약했다．
]"
2024-03-20 16:16:14,"이강인 대국민 사과 ""좋은 선수뿐 아니라 좋은 사람 되겠다""",https://n.news.naver.com/mnews/article/015/0004962312?sid=102,"[




대한민국 축구대표팀 이강인이 20일 오후 서울 마포구 서울월드컵경기장에서 2026 국제축구연맹(FIFA) 북중미 월드컵 아시아 지역 2차 예선 태국과 경기를 앞두고 훈련에 합류하기 전 아시안컵 기간 하극상 논란에 대해 심경을 밝히고 있다. 사진=뉴스1아시안컵 기간 대표팀 주장 손흥민과 갈등을 빚으며 하극상 논란에 휩싸였던 이강인이 직접 사과했다.이강인은 20일 2026 북중미 월드컵 아시아 2차 예선 3차전 대비 공식 훈련에 앞서 취재진 앞에 모습을 드러내고 ""먼저 이렇게 많이 찾아와 주셔서 감사하다""고 운을 뗐다.이강인은 ""아시안컵 기간 너무 많은 사랑, 응원을 해주셨는데 그만큼 보답해드리지 못하고 실망하게 해드려 너무 죄송하다는 말씀드리고 싶다""면서 ""저도 이번 기회로 많이 배웠다""고 말했다.이어 ""모든 분의 쓴소리가 저에게 큰 도움이 될 것 같다. 많은 반성을 하고 있다""면서 ""앞으로는 더 좋은 축구 선수뿐 아니라 더 좋은 사람이 되고 싶다""고 강조했다.그러면서 ""팀에 도움이 되고 모범적인 사람이 될 수 있도록 많이 노력하겠다""고 고개를 숙였다.주장 손흥민은 태국전을 하루 앞두고 서울월드컵경기장에서 진행된 기자회견에서 ""강인이가 진심 어린 사과를 했다. 사과를 하는 용기 있는 자세를 보여줘서 선수들이 그 마음을 잘 받아줬다""면서 ""걱정하는 만큼 분위기가 나쁘지 않고 더욱 더 똘똘 뭉치는 계기가 될 것 같다""고 말했다.앞서 2023 카타르 아시안컵 준결승전 전날 이강인이 일부 선수들과 따로 탁구를 치려다 이를 말리는 손흥민 등 선수들과 충돌하는 일이 있었다. 이때 손흥민은 손가락 탈구 부상을 입었으며 졸전 끝에 경기서 패배했다.논란이 커지자 이강인은 프랑스 파리에서 영국 런던으로 건너가 손흥민에게 사과했고, 손흥민은 이강인의 사과를 받아줬다.이번 태국전은 해당 사건 뒤 처음 치르는 A매치다.
]"
2024-03-20 16:20:29,"고개 숙인 이강인 ""실망 드려 죄송…많은 분들의 쓴소리가 큰 도움 됐다""",https://n.news.naver.com/mnews/article/421/0007424542?sid=103,"[
'손흥민과 마찰' 논란 후 처음 입 열어 ""좋은 선수뿐 아니라 좋은 사람 될 것""



대한민국 축구대표팀 이강인이 20일 오후 서울 마포구 서울월드컵경기장에서 2026 국제축구연맹(FIFA) 북중미 월드컵 아시아 지역 2차 예선 태국과 경기를 앞두고 훈련에 합류하기 전 아시안컵 기간 하극상 논란에 대해 심경을 밝히고 있다. 2024.3.20/뉴스1 ⓒ News1 김도우 기자(서울=뉴스1) 안영준 기자 = 축구 국가대표 이강인(파리생제르맹)이 최근 벌어진 '손흥민과의 마찰' 논란에 대해 사과의 뜻을 밝히며 고개를 숙였다. 이강인은 20일 서울월드컵경기장에서 진행된 축구대표팀의 공식 훈련에 앞서 카메라 앞에 섰다. 그는 최근 한국 축구계를 시끄럽게 했던 소위 '하극상 논란'과 관련 ""응원에 보답하지 못해 죄송하다. 앞으로 좋은 선수이자 좋은 사람이 되겠다""고 말했다. 이강인은 지난 2월 아시안컵 4강 요르단전이 열리기 전날 주장 손흥민(토트넘)과 물리적 충돌을 빚었는데 이게 해외 매체를 통해 알려지면서 큰 논란이 됐다. 파장이 커지자 이강인이 런던까지 찾아가 손흥민에게 사과의 뜻을 전했으나 여론은 여전히 좋지 않았다. 논란 이후 3월 A대표팀에 소집, 처음으로 국내 팬들 앞에 선 이강인은 ""아시안컵 기간 동안 팬들이 많은 사랑과 응원을 주셨는데 그만큼 보답하지 못하고 실망을 드려 죄송하다""면서 ""이번 기회로 많이 배우게 됐다. 많은 분들의 쓴소리가 큰 도움이 됐다""고 밝혔다. 이어 ""앞으로 좋은 축구 선수뿐 아니라 좋은 사람이 돼, 팀에 도움이 되는 모범적인 사람이 되도록 하겠다. 많은 응원을 부탁드린다""고 말한 뒤 고개 숙여 인사했다. 한편 소속 팀 일정을 마치고 전날 입국한 이강인은 이날 동료들과의 공식 훈련에서 제외돼 가벼운 조깅으로 회복 훈련을 했다.
		]"
2024-03-20 17:17:17,"고개 숙인 이강인 ""실망시켜 죄송"" 손흥민 ""손가락 기사는 이제.."" [현장영상]",https://n.news.naver.com/mnews/article/214/0001337650?sid=102,"[














 ━  축구 국가대표팀 기자회견2024년 3월 20일 [이강인/대한민국 축구 대표팀]&lt;이강인 선수가 우리 축구팬들께 드릴 말씀을 간단히 하겠습니다.&gt;""이렇게 많이 찾아와 주셔서 너무 감사드리고, 먼저 이번에 기회 주신 황선홍 감독님께 감사인사 드립니다. 아시안컵 기간 동안 너무 많은 사랑 많은 관심 그리고 너무 많은 응원을 해주셨는데 그만큼 보답해드리지 못하고 실망시켜드려 너무 죄송하단 말씀드리고 싶었고, 저도 이번 기회로 너무 많이 배우는 기간, 모든 분들의 쓴소리가 저한테 너무 앞으로도 큰 도움이 되고 많은 반성을 하고 있는 기간인 것 같아요. 앞으로는 좋은 축구선수뿐만 아니라 더 좋은 사람, 팀에 도움이 되고, 모범적인 사람이 될 수 있도록 많이 노력할 거고. 그런 사람이, 그런 선수가 될 테니까 앞으로도 이 대한민국 축구 많은 관심 많은 응원 부탁드리겠습니다.""[손흥민/대한민국 축구 대표팀]""이강인 선수랑은 영국에서도 따로 만났었고… 이런저런 얘기를 하는 와중에 뭐 어제도 이런 자리가, 또 선수들 다 같이 만나는 자리가 있었고, 강인이가 또 모든 선수 앞에서 자기가 어떤 행동을 했고, 또 무엇을 잘못했고, 이런 진심 어린 사과를 했기 때문에 선수들도 그런 부분을 잘 받아들였다고 생각을 해요. 근데 강인 선수가 분명히 사과하는 용기도 필요하고 그런 용기있는 자세를 보여줬기 때문에 선수들도 마음을 잘 받아주지 않았나 싶고요.그렇기 위해서도 또 저희가 더 똘똘 뭉칠 수 있는 계기가 확실하게 생긴 것 같아요. 그렇기 때문에 많은 분들 걱정하시는 것만큼 분위기가 나쁘지 않고요. 또 더욱더 똘똘 뭉치는 계기가 될 것 같고, 강인 선수랑은 정말 영국까지 날아와서 먼저 사과하자는 제스처를 보이기도 하고, 사실 누군가가 먼저 사과를 하는 것도 저는 엄청난 큰 용기가 필요하다고 생각하는데 그런 용기를 내서 한 팀원으로서 뿌듯하고, 사실은 모든 사람이 실수를 하고 모든 사람이 그런 실수를 통해서 많은 것들을 배운다고 생각하기 때문에 강인 선수도 아직 어린 선수인 만큼 그런 실수를 통해서 더 단단해지고 또 대한민국 국가대표팀이라는, 또 축구국가대표팀이라는 게 어떤 의미를 부여하는지 정확하게 알 수 있는 계기가 될 수 있었으면 좋겠고, 이런 계기를 통해서 더 멋진 선수로, 더 좋은 사람으로 될 수 있었으면 좋을 것 같습니다.""(그리고) 좀 부탁이 있는데 손가락 기사는 이제 좀 안 써 주셔도 괜찮을 것 같고요. 저희 소속팀에서 감독님이 얘기하셨던 것처럼 축구선수이다 보니까 손가락 뭐 하나는 없어도 괜찮다고 하시더라고요 감독님께서. 너무 걱정하실 만큼 그 정도의 심각한 부상이 아니니까 당연히 걱정해 주시고 신경을 써 주시는 거에서 너무나도 감사함을 느끼지만 이런 걸로 인해서 많은 사람들에게 혼란을 주고, 많은 사람들이 힘들어하는 모습을 보고 있으니까 저도 같이 미안해지고 힘들더라고요. 축구라는 스포츠가 팀 스포츠이기 때문에 저로 인해서 이런 안 좋은 기사들이 나가는 것 자체가 조금 불편하기 때문에 정말 너무 괜찮고, 이 정도의 아픔은 모든 축구선수가 가지고 있다고 생각하니까 오늘 이 자리로 손가락에 대해서는 그만 얘기할 수 있었으면 좋겠습니다.""
]"
2024-03-20 16:39:01,"손흥민 “이강인, 진심 어린 사과… 선수들도 받아들여”",https://n.news.naver.com/mnews/article/366/0000979410?sid=004,"[
			        손흥민(32·토트넘 홋스퍼)은 “강인이가 진심 어린 사과를 했다”며 “사과를 하는 용기 있는 자세를 보여줘 선수들이 그 마음을 잘 받아줬다”고 밝혔다.손흥민은 20일 태국과의 경기를 하루 앞두고 서울월드컵경기장에서 진행된 기자회견에서 이같이 말했다. 이번 태국전은 2023 카타르 아시안컵 당시 벌어진 하극상 논란 이후 처음 치러지는 A매치 경기다.



손흥민이 20일 서울 마포구 서울월드컵경기장에서 열린 2026 FIFA 북중미 월드컵 2차 예선 한국-태국전 기자회견에서 발언하고 있다. /연합뉴스        손흥민은 전날 저녁, 선수단에 가장 마지막으로 합류한 이강인(파리생제르맹·23)이 선후배들 앞에서 다시 한번 공개적으로 사과했다고 전했다. 손흥민은 “강인이가 모든 선수 앞에서 자기가 어떤 행동을 했고, 뭘 잘못했는지 말하고 진심 어린 사과를 했다”며 “똘똘 뭉칠 수 있는 계기가 생긴 것 같다. 분위기가 나쁘지 않다”고 말했다.손흥민은 이강인이 런던까지 날아와 먼저 사과한 점에 대해서도 언급했다.손흥민은 “누군가가 먼저 사과를 하는 건 엄청난 용기가 필요하다고 생각하는데, 강인이가 그런 용기를 내줘서 한 팀으로서 뿌듯했다”며 “모두가 실수하고, 모두가 실수를 통해 많은 걸 배운다. 어린 선수인 만큼 더 단단해지고, 대표팀이 어떤 의미인지 정확하게 아는 계기가 될 수 있기를 바란다. 강인이가 더 멋진 선수, 좋은 사람이 되기를 바란다”고 말했다.대표팀은 오는 21일 오후 8시 서울월드컵경기장에서 태국과 2026 북중미 월드컵 아시아 2차 예선 C조 3차전을 치른다. 이어 오는 26일 태국 방콕의 라자망갈라 스타디움에서 4차전을 벌인다.
]"
2024-03-20 16:26:03,이강인 아시안컵 탁구 사건에 대국민 사과… 진심 어린 반성,https://n.news.naver.com/mnews/article/022/0003916073?sid=102,"[
손흥민 “사과에도 용기 필요… 똘똘 뭉칠 수 있는 계기” 



   지난 아시안컵 기간 주장 손흥민과 물리적 충돌로 '하극상' 논란을 일으켰던 이강인이 20일 서울월드컵경기장에서 태국과 2026 FIFA 북중미 월드컵 2차 예선 경기를 앞두고 열린 훈련에 앞서 심경을 밝히고 있다. 연합뉴스       아시안컵 탁구 게이트 중심에 선 이강인 선수가 자신의 과오를 뉘우치며 사과했다.     20일 이강인은 태국전 하루 전인 이날 오후 4시 훈련을 앞두고 미디어와 기자회견을 통해 해당 사건 관련 국내 언론에 입장을 밝혔다.     이강인은 “일단 이렇게 언론인 분들이 찾아와 주셔서 감사드리고 먼저 이번에 기회를 주신 황선홍 감독님께 감사 인사드린다”라고 말했다.      그러면서 그는 “아시안컵 기간 동안 너무 많은 사랑, 많은 관심 그리고 너무 많은 응원을 해주셨는데 그만큼 보답을 해드리지 못하고 실망시켜 드려 너무 죄송하단 말씀을 드리고 싶었다”라고 사죄했다.      아울러 “저도 이번 기회로 너무 배우는 기간이었고 모든 분들의 쓴소리가 앞으로도 큰 도움이 됐고 많은 반성을 하고 있다”라고 전했다.      그는 “앞으로는 좋은 축구선수뿐만 아니라 더 좋은 사람, 팀에 더 도움이 되고 더 모범적인 사람이 될 수 있도록 많이 노력할 것”이라며 “그런 선수가 될 테니까 앞으로도 이 대한민국 축구에 많은 관심, 많은 응원 부탁드린다”라고 강조했다.     



   대한민국 축구대표팀 손흥민이 20일 오후 서울 마포구 서울월드컵경기장에서 2026 국제축구연맹(FIFA) 북중미 월드컵 아시아 지역 2차 예선 태국과의 경기를 하루 앞두고 열린 기자회견에서 취재진 질문에 답하고 있다. 뉴스1       앞서 이날 서울월드컵경기장에서 진행된 기자회견에서 캡틴 손흥민은 해당 사건에 대해 “강인이가 진심 어린 사과를 했습니다. 사과를 하는 용기 있는 자세를 보여줘서 선수들이 그 마음을 잘 받아줬습니다”라고 말했다.     손흥민은 전날 저녁, 선수단에 가장 마지막으로 합류한 이강인이 선후배들 앞에서 다시 한번 ‘공개 사과’했다고 전했다.     손흥민은 “어제 다 같이 만나는 자리가 있었다”면서 “강인이가 모든 선수 앞에서 자기가 어떤 행동을 했고, 뭘 잘못했는지 말하고 진심 어린 사과를 했다”고 말했다.     이어 “사과에는 용기가 필요한데, 강인이가 용기 있는 자세 보여줘서 선수들이 그 마음을 잘 받아줬다”면서 “똘똘 뭉칠 수 있는 계기가 생긴 것 같다. 분위기가 나쁘지 않다”고 말했다.     나아가 손흥민은 이강인이 런던까지 날아와 먼저 사과한 점에 대해서도 언급했다.     그는 “누군가가 먼저 사과를 하는 건 엄청난 용기가 필요하다고 생각하는데, 강인이가 그런 용기를 내줘서 한 팀으로서 뿌듯했다”면서 “모두가 실수하고, 모두가 실수를 통해 많은 걸 배운다. 어린 선수인 만큼 더 단단해지고, 대표팀이 어떤 의미인지 정확하게 아는 계기가 될 수 있기를 바란다. 강인이가 더 멋진 선수, 좋은 사람이 되기를 바란다”고 말했다.     그러면서 손흥민은 손가락 상태를 묻는 말이 나오자 “손가락 기사는 이제 안 써주셔도 될 것 같다. 소속팀 감독님도 내가 축구선수다 보니 손가락 하나 없어도 괜찮다고 하시더라”라고 말해 취재진을 웃게 했다.     그는 이어 “걱정하신 만큼 심각한 부상이 아니다. 너무나 감사드린다”면서도 “축구는 팀 스포츠여서 나로 인해 안 좋은 기사가 나가는 것 자체가 불편하다. 이 정도 아픔은 모든 축구선수가 갖고 있다. 손가락 얘기는 그만 얘기해달라”고 재차 강조했다.     한편 대표팀은 21일 오후 8시 서울월드컵경기장에서 태국과 2026 북중미 월드컵 아시아 2차 예선 C조 3차전을 치른다.
]"
2024-03-20 17:05:43,"내분 사태 이후, 이강인이 선수단에 보인 행동은? [현장영상]",https://n.news.naver.com/mnews/article/056/0011685119?sid=121,"[














태국과의 북중미 월드컵 2차 예선 C조 3차전을 하루 앞둔 오늘(20일) 대한민국 축구대표팀이 사전 기자회견을 열었습니다.황선홍 감독과 주장 손흥민이 기자회견에 참석한 가운데 손흥민과 이강인 사이에 발생했던 대표팀 내분 사태에 대한 관심이 집중됐습니다.이강인과 따로 만났느냐는 질문에 손흥민은 이강인이 선수들에게 진심 어린 사과를 건넸다고 밝혔습니다.자세한 내용, 영상으로 보시죠.■ 제보하기▷ 전화 : 02-781-1234, 4444▷ 이메일 : kbs1234@kbs.co.kr▷ 카카오톡 : 'KBS제보' 검색, 채널 추가▷ 네이버, 유튜브에서 KBS뉴스를 구독해주세요!
]"
None,None,https://sports.news.naver.com/news.nhn?oid=052&aid=0002012782,[]
None,None,https://sports.news.naver.com/news.nhn?oid=437&aid=0000384882,[]
